19.2118,-155.523,1
19.4194,-155.288,1
19.4269,-155.913,2
19.4308,-155.238,1
19.4903,-155.103,1
19.4969,-155.922,2
19.4975,-154.951,4
19.5061,-154.849,1
19.5418,-155.101,1
19.5429,-155.666,1
19.5558,-155.108,1
19.6036,-155.057,1
19.6211,-155.042,2
19.6228,-155.952,2
19.6256,-155.042,8
19.64,-155.997,10
19.6456,-154.988,1
19.7297,-155.09,11
19.8875,-155.124,1
19.8997,-155.129,1
19.9431,-155.79,3
20.0006,-155.56,1
20.0231,-155.672,1
20.0828,-155.473,1
20.2339,-155.802,1
20.2414,-155.833,1
20.2428,-155.878,1
20.6567,-156.059,1
20.69,-156.439,1
20.7204,-156.155,2
20.7581,-155.99,2
20.785,-156.466,12
20.7984,-156.332,12
20.8367,-156.337,1
20.8569,-156.313,2
20.8783,-156.682,14
20.8911,-156.505,5
20.8947,-156.47,7
20.9033,-156.369,2
20.9083,-156.227,1
20.9175,-156.326,3
20.9317,-156.697,2
20.9347,-156.679,3
20.9542,-156.69,1
20.9637,-156.681,1
20.9767,-156.682,2
20.9931,-156.667,1
20.9964,-156.668,1
20.9999,-156.668,1
21.0933,-157.024,2
21.1364,-157.214,1
21.2764,-157.828,1
21.2828,-157.829,3
21.2828,-157.802,1
21.2981,-157.824,1
21.3039,-157.654,1
21.3069,-157.858,73
21.3072,-158.07,1
21.3156,-158.007,13
21.3209,-158.081,1
21.3354,-158.057,3
21.3397,-157.955,1
21.3445,-157.975,2
21.35,-157.721,4
21.3643,-157.96,1
21.3732,-157.996,1
21.3822,-157.934,3
21.3823,-158.014,1
21.3886,-157.945,1
21.3906,-158.155,1
21.3996,-157.797,1
21.4022,-157.739,2
21.4181,-157.804,12
21.4389,-158,3
21.4447,-158.19,4
21.4513,-158.015,4
21.4611,-157.841,1
21.4633,-158.065,1
21.4955,-158.063,5
21.5028,-158.024,6
21.5581,-157.879,1
21.5617,-158.072,1
21.5767,-158.13,1
21.5903,-158.113,6
21.6536,-157.927,1
21.8764,-159.454,2
21.887,-159.457,2
21.9219,-159.509,3
21.9267,-159.469,1
21.9661,-159.574,2
21.9708,-159.715,1
21.9711,-159.715,3
21.9811,-159.371,7
22.0522,-159.338,1
22.0783,-159.322,7
22.0881,-159.338,1
22.1453,-159.316,2
22.1737,-159.639,1
22.2038,-159.503,1
22.2053,-159.503,1
22.2091,-159.507,2
22.2119,-159.412,4
22.2235,-159.557,1
22.2236,-159.485,1
24.5553,-81.7828,19
24.5557,-81.7827,2
24.6653,-81.4425,1
24.6675,-81.3908,1
24.6694,-81.3542,3
24.6711,-81.4986,1
24.7133,-81.0906,7
24.7706,-80.9122,1
24.8172,-80.8156,1
24.9239,-80.6281,2
24.9243,-80.6278,1
24.9844,-80.5611,1
25.0861,-80.4475,8
25.3221,-80.8337,1
25.4475,-80.4794,1
25.4683,-80.4778,22
25.4744,-80.4742,1
25.5516,-80.6327,2
25.5803,-80.3469,1
25.5808,-80.3469,2
25.6047,-80.3539,1
25.6218,-80.3248,1
25.6667,-80.3083,1
25.6711,-80.4447,1
25.6789,-80.3175,9
25.7072,-80.2936,1
25.7125,-80.2569,1
25.7211,-80.2686,7
25.7278,-80.2339,1
25.7739,-80.1939,237
25.7891,-80.204,4
25.7903,-80.1303,21
25.8192,-80.3556,3
25.8403,-80.3267,1
25.8572,-80.2783,16
25.8576,-80.2781,1
25.8582,-81.3851,5
25.8628,-80.1931,1
25.8647,-80.3247,3
25.8781,-80.1258,1
25.8897,-80.1869,7
25.8901,-80.1867,1
25.9011,-81.3214,1
25.9014,-97.4972,13
25.9083,-80.3089,4
25.9244,-81.6458,1
25.9328,-80.1628,7
25.9397,-81.7075,6
25.9403,-80.2458,1
25.9429,-80.1234,2
25.9561,-80.1394,8
25.9647,-80.1225,1
25.9794,-80.2028,1
25.9808,-80.1486,2
25.9812,-80.1484,7
25.9869,-80.2325,5
25.9998,-80.1666,1
26.0028,-80.2242,19
26.0078,-80.2963,1
26.0108,-80.1497,22
26.0392,-97.5561,4
26.0519,-80.1442,5
26.0569,-80.2719,3
26.0583,-80.3375,1
26.0625,-80.2333,34
26.0714,-97.4761,1
26.0731,-97.2083,4
26.0734,-97.2086,1
26.0739,-97.8228,1
26.0783,-97.8492,1
26.0922,-98.2778,1
26.0923,-97.9572,1
26.0937,-80.1247,1
26.0967,-80.1275,1
26.1,-98.2628,1
26.1,-80.4,11
26.1006,-97.29,2
26.1033,-97.1644,3
26.1045,-80.2018,1
26.1118,-97.1681,2
26.1164,-81.543,1
26.1219,-80.1436,54
26.1224,-80.1373,2
26.1272,-80.2333,21
26.1287,-97.3983,1
26.1322,-97.6308,3
26.1336,-80.1133,15
26.14,-80.2136,1
26.1417,-81.795,52
26.142,-81.7899,1
26.1498,-97.9136,1
